index,category,sub_category,job_title,province,job_company,job_industry,job_finance,job_welfare,job_experience,job_education,job_skills,create_time,scale_lower,scale_high,city,district,street
280,后端开发,GIS工程师,WebGIS开发工程师,浙江,同川工程,其他专业服务,未融资,"绩效奖金,住房补贴,生日福利,交通补助,工龄奖,团建聚餐,五险一金,餐补,年终奖,全勤奖,定期体检,节日福利,高温补贴",1,本科,"WebGL,MapBox GL",2024-08-31,20,99,杭州,滨江区,星耀城
282,后端开发,GIS工程师,地理信息数据处理,浙江,浙江华勘,政府/公共事业,未融资,"绩效奖金,五险一金",0,本科,"ArcGIS,地理信息/测绘工程相关专业,测绘内业数据处理经验",2024-08-31,0,20,杭州,余杭区,西溪
283,后端开发,GIS工程师,GIS研发工程师-WebGIS方向,浙江,航天五院杭州中心,计算机服务,未融资,"五险一金,定期体检,年终奖,带薪年假,餐补,节日福利",3,本科,地理信息/测绘工程相关专业,2024-08-31,100,499,杭州,西湖区,转塘
284,后端开发,GIS工程师,gis开发工程师,浙江,浙江华东林业工程...,农/林/牧/渔,不需要融资,"年终奖,保底工资,员工旅游,包吃,团建聚餐",1,本科,"JavaScript,OpenLayers,Jquery,Java,Python,C++,,,,,,",2024-08-31,20,99,杭州,上城区,九堡
286,后端开发,GIS工程师,Java实习生-J208763,浙江,大应科技,企业服务,天使轮,"补充医疗保险,股票期权,带薪年假,节日福利,五险一金,定期体检,年终奖",0,3个月,Java,2024-08-31,20,99,杭州,余杭区,仓前
288,后端开发,GIS工程师,GIS高级开发工程师,浙江,中国电建华东院,电力/热力/燃气/水利,已上市,"包吃,五险一金,交通补助,带薪年假,餐补",3,本科,"ArcGIS,GeoServer,SuperMap,Vue,MySQL,QGIS,",2024-08-31,1000,9999,杭州,余杭区,西溪
289,后端开发,GIS工程师,GIS开发工程师,浙江,超图软件,计算机软件,已上市,"五险一金,生日福利,股票期权,意外险,底薪加提成,高温补贴,通讯补贴,节日福利,年终奖,保底工资,交通补助,定期体检,补充医疗保险,带薪年假,绩效奖金",1,本科,"Java,MySQL,SuperMap,ArcGIS",2024-08-31,1000,9999,杭州,西湖区,西溪
290,后端开发,GIS工程师,数字孪生开发工程师,浙江,零重力实验室,智能硬件,B轮,"年终奖,绩效奖金,零食下午茶,带薪年假,员工宿舍,定期体检,节日福利,补充医疗保险,五险一金,免费工装",3,本科,"Vue,JavaScript,Three.js,Java,C++,Python,,,,",2024-08-31,100,499,杭州,西湖区,转塘
291,后端开发,GIS工程师,数据处理,浙江,臻善科技,计算机软件,不需要融资,"员工旅游,年终奖,高温补贴,带薪年假,职称证书补贴,餐补,团建聚餐,司龄补贴,定期体检,高温补贴,出差补贴,节日福利,五险一金",0,4个月,"MySQL,ArcGIS,土地变更,国土调查",2024-08-31,1000,9999,杭州,西湖区,古荡
292,后端开发,GIS工程师,地理信息数据处理,浙江,中测新图,计算机软件,未融资,"员工旅游,补充医疗保险,五险一金,定期体检,应届生住房,节日福利,餐补,带薪年假,加班补助",0,6个月,"ArcGIS,测绘,地理信息,实习",2024-08-31,500,999,杭州,西湖区,西溪
293,后端开发,GIS工程师,gis实习生,浙江,浙江聚禾空间规划,政府/公共事业,未融资,"五险一金,差旅补贴,有无线网,意外险,团建聚餐,生日福利,节日福利,带薪年假,零食下午茶,绩效奖金,员工旅游",0,3个月,"ArcGIS,MapGIS,地理信息/测绘工程相关专业,,",2024-08-31,100,499,杭州,西湖区,西溪
294,后端开发,GIS工程师,GIS开发工程师（接受24届应届生）,浙江,杭州领图信息科技公司,计算机软件,不需要融资,"节日福利,带薪年假,全勤奖,年终奖,五险一金,加班补助,宝宝诞生礼,定期体检,结婚贺礼",1,本科,"ArcGIS,GeoServer,地理信息/测绘工程相关专业,Cesium,,,,,,",2024-08-31,100,499,杭州,萧山区,北干
295,后端开发,GIS工程师,地名地址数据主管,浙江,浙江海予,互联网,未融资,"年终奖,零食下午茶,保底工资,员工旅游,节日福利,带薪年假,加班补助,底薪加提成,生日福利,五险一金,绩效奖金,节假日加班费,定期体检,团建聚餐",3,本科,"ArcGIS,WebGL,地理信息/测绘工程相关专业,Vue,",2024-08-31,20,99,杭州,西湖区,西溪
296,后端开发,GIS工程师,webgis开发工程师,浙江,光智云软件,计算机软件,天使轮,"节日福利,定期体检,五险一金,餐补,绩效奖金,高温补贴,带薪年假,团建聚餐,年终奖,生日福利",1,本科,"WebGL,Cesium,Vue,PostGIS,MySQL,ArcGIS,,,",2024-08-31,20,99,杭州,富阳区,春江
298,后端开发,GIS工程师,三维及GIS开发工程师,浙江,云滴智水,电力/热力/燃气/水利,未融资,"交通补助,工龄奖,节日福利,高温补贴,带薪年假,全勤奖,年终奖,生日福利,五险一金",1,本科,"ArcGIS,WebGL,JavaScript,地图引擎开发经验,,",2024-08-31,20,99,杭州,滨江区,长河
300,后端开发,区块链工程师,golang区块链开发工程师,浙江,数之宝信息,互联网,天使轮,"五险一金,全勤奖,年终奖,带薪年假,节日福利,零食下午茶",2,本科,"大数据,区块链,DeFi,AI",2024-08-31,20,99,杭州,余杭区,仓前
301,后端开发,区块链工程师,区块链开发工程师,浙江,仙心谷,医疗服务,不需要融资,"工龄奖,有无线网,全勤奖,节假日加班费,股票期权,通讯补贴,底薪加提成,年终奖,保底工资,五险一金,绩效奖金",2,大专,区块链开发,2024-08-31,20,99,杭州,拱墅区,石祥路
308,后端开发,区块链工程师,区块链工程师,浙江,九天互娱,游戏,未融资,"年终奖,零食下午茶,包吃,五险一金,交通补助,节日福利,带薪年假,团建聚餐,餐补,员工旅游",2,本科,"区块链,Dapp,DeFi,交易系统架构设计",2024-08-31,0,20,杭州,上城区,五堡
312,后端开发,区块链工程师,【web3 远程办公】区块链工程师,浙江,上海恒诚柏德信息科技,互联网,A轮,"员工旅游,年终奖,底薪加提成,五险一金,补充医疗保险,绩效奖金,企业年金,意外险,定期体检,股票期权",2,本科,"区块链开发,goalng,公链,跨链",2024-08-31,20,99,杭州,余杭区,五常
313,后端开发,区块链工程师,【知名web3项目】智能合约工程师,浙江,杭州德致盛林科技,互联网,未融资,"全勤奖,五险一金,零食下午茶,法定节假日三薪,底薪加提成,补充医疗保险,企业年金,加班补助,绩效奖金,股票期权,意外险,节假日加班费,年终奖,保底工资,团建聚餐,定期体检,带薪年假,员工旅游",2,本科,"defi,Solidity,Uniswap V2,Uniswap V3,web3",2024-08-31,20,99,杭州,余杭区,仓前
314,后端开发,区块链工程师,医疗区块链开发,浙江,欢泰健康,医疗健康,未融资,"五险一金,员工旅游,年终奖,餐补,带薪年假,股票期权",3,本科,"Java,C/C++,GO",2024-08-31,0,20,杭州,上城区,丁桥
317,后端开发,区块链工程师,区块链开发工程师,浙江,九紫芯晟,计算机软件,不需要融资,"团建聚餐,零食下午茶,底薪加提成,保底工资,绩效奖金,年终奖",2,本科,区块链,2024-08-31,0,20,杭州,拱墅区,申花
321,后端开发,区块链工程师,区块链 工程师,浙江,雷鹿,文化艺术/娱乐,不需要融资,"员工旅游,股票期权,绩效奖金,年终奖,五险一金",2,本科,区块链，Ton链,2024-08-31,20,99,杭州,滨江区,长河
322,后端开发,区块链工程师,招聘区块链Defi套利技术经理,浙江,量道投资,基金,不需要融资,"零食下午茶,带薪年假,员工旅游,股票期权,餐补,年终奖,五险一金",0,本科,"区块链,套利,defi",2024-08-31,0,20,杭州,西湖区,西溪
330,后端开发,全栈工程师,全栈开发工程师(大厂+稳定）,浙江,柯莱特集团,计算机软件,已上市,"五险一金,交通补助,节日福利",0,本科,"全栈侧重后端,JavaScript,Vue,计算机相关专业,,",2024-08-31,1000,9999,杭州,滨江区,长河
332,后端开发,全栈工程师,全栈工程师,浙江,若拙物联,智能硬件,未融资,"五险一金,定期体检",1,大专,"全栈无侧重,JavaScript,Vue,PHP,计算机相关专业,",2024-08-31,0,20,杭州,西湖区,三墩
334,后端开发,全栈工程师,高级全栈工程师,浙江,成都潮起云数科技,互联网,未融资,"意外险,员工旅游,年终奖,节假日加班费,补充医疗保险,加班补助,企业年金,绩效奖金,夜班补助,定期体检,五险一金,全勤奖,带薪年假",1,高中,全栈项目经验,2024-08-31,20,99,杭州,滨江区,长河
336,后端开发,全栈工程师,Web 全栈开发工程师,浙江,炽橙数字,计算机软件,A轮,"股票期权,全勤奖,节日福利,餐补,五险一金,加班补助,团建聚餐,带薪年假,生日福利,夜班补助,绩效奖金,年终奖,零食下午茶",3,本科,"计算机相关专业,全栈项目经验",2024-08-31,100,499,杭州,上城区,四季青
338,后端开发,全栈工程师,资深全栈开发工程师,浙江,杭州思韬瑞科技,互联网金融,C轮,"带薪年假,节日福利,生日福利,零食下午茶,员工旅游,团建聚餐,法定节假日三薪,股票期权,五险一金,定期体检,年终奖,补充医疗保险",2,本科,"全栈侧重后端,TypeScript,Vue,Java,全栈项目经验",2024-08-31,100,499,杭州,西湖区,西溪
341,后端开发,全栈工程师,全栈开发工程师,浙江,VAST,计算机软件,天使轮,"零食下午茶,夜班补助,团建聚餐,带薪年假,节日福利,五险一金,年终奖,员工旅游,生日福利",2,本科,全栈无侧重,2024-08-31,20,99,杭州,滨江区,长河
343,后端开发,全栈工程师,高级全栈工程师,浙江,杭州典旭,计算机服务,未融资,"五险一金,定期体检,年终奖,全勤奖,员工旅游,加班补助,节日福利",3,本科,"HTML,JavaScript,Vue,Java",2024-08-31,20,99,杭州,滨江区,长河
345,后端开发,全栈工程师,全栈开发工程师-本科,浙江,开科唯识,计算机软件,不需要融资,"生日福利,探亲假,节日福利,定期体检,出差补助,五险一金,带薪年假",2,本科,"全栈侧重后端,JavaScript,Vue,Java,Spring/Spring Boot,,,,,,,",2024-08-31,1000,9999,杭州,萧山区,西兴
346,后端开发,全栈工程师,全栈开发工程师,浙江,声网,互联网,已上市,"交通补助,年终奖,员工旅游,健身补贴,定期体检,带薪年假,节日福利,五险一金,零食下午茶",2,本科,"全栈无侧重,TypeScript,Node.js,Golang,Java,,,",2024-08-31,500,999,杭州,西湖区,西溪
347,后端开发,全栈工程师,全栈工程师,浙江,杭州乐链,进出口贸易,不需要融资,"意外险,全勤奖,节日福利,五险一金,补充医疗保险,生日福利,零食下午茶,餐补,高温补贴,带薪年假,年终奖",3,本科,"全栈侧重后端,JavaScript,Java,后端开发经验,,",2024-08-31,20,99,杭州,上城区,南星
348,后端开发,全栈工程师,高级全栈开发工程师,浙江,浮点智能,计算机服务,未融资,"年终奖,定期体检,五险一金",1,本科,"全栈无侧重,JavaScript,HTML,TypeScript,Java,.NET,,",2024-08-31,0,20,杭州,西湖区,湖墅南路
349,后端开发,全栈工程师,高级全栈开发工程师,浙江,牛轧糖科技,互联网,未融资,"补充医疗保险,夜班补助,加班补助",2,本科,"全栈侧重后端,TypeScript,Node.js,Nestjs",2024-08-31,0,20,杭州,上城区,三里亭
352,后端开发,全栈工程师,全栈开发工程师,浙江,深度求索,互联网,未融资,"生日福利,带薪年假,节日福利,餐补,团建聚餐,定期体检,零食下午茶,五险一金,住房补贴,交通补助",0,本科,"全栈侧重后端,C/C++,Python,计算机相关专业",2024-08-31,100,499,杭州,拱墅区,武林
355,后端开发,全栈工程师,全栈工程师,浙江,果汁数据,计算机软件,A轮,"员工旅游,五险一金,带薪年假,股票期权",3,本科,"全栈侧重后端,Python,Golang,Django/Flask,,",2024-08-31,0,20,杭州,余杭区,未来科技城
358,后端开发,全栈工程师,客户端开发 (MJ000883),浙江,边锋,游戏,不需要融资,"餐补,法定节假日三薪,带薪年假,节假日加班费,高温补贴,住房补贴,意外险,定期体检,补充公积金,五险一金,定期体检,年终奖,加班补助,保底工资,夜班补助,交通补助,零食下午茶,团建聚餐,补充医疗保险,节日福利",3,本科,"TypeScript,C/C++,全栈无侧重,cocos,全栈项目经验",2024-08-31,500,999,杭州,拱墅区,拱宸桥
362,后端开发,其他后端开发,游戏C++服务端开发,浙江,金山西山居,游戏,不需要融资,"岗位晋升,技能培训,绩效奖金,五险一金,生日福利,节日福利,带薪年假,补充医疗保险,定期体检,免费班车,年终奖,海景办公,团建聚餐,餐补,员工旅游",1,本科,"游戏引擎,Lua,C++,后端开发,游戏开发,服务器端开发",2024-08-31,1000,9999,杭州,滨江区,西兴
365,后端开发,其他后端开发,高级/资深java工程师,浙江,墅泽智家,智能硬件,不需要融资,"定期体检,补充医疗保险,年终奖,五险一金",3,大专,"Java,SpringCloud,MySQL,Redis",2024-08-31,20,99,杭州,西湖区,西溪
366,后端开发,其他后端开发,【硅谷独角兽 支持远程】Senior SDE,浙江,捷瑞网络技术,互联网,D轮及以上,"年终奖,节日福利,带薪年假,通讯补贴,股票期权,定期体检,五险一金,员工旅游",3,本科,"后端,全栈,前端,Node.js,JavaScript/TypeScript,Golang,,,,",2024-08-31,500,999,杭州,西湖区,西溪
369,后端开发,其他后端开发,高级Java开发工程师,浙江,英祐科技,电子商务,D轮及以上,"零食下午茶,带薪年假,年终奖,股票期权,五险一金,定期体检,节日福利",4,本科,"Java,中大型项目架构设计经验,架构师,分布式技术,Redis,,,,,,,,,",2024-08-31,500,999,杭州,西湖区,文三路
370,后端开发,其他后端开发,java实习生,浙江,星云科技,电子商务,A轮,"定期体检,年终奖,节日福利,全勤奖,带薪年假,员工用车,五险一金,员工旅游,每月团建基金,股票期权,零食下午茶,差旅补贴",0,3个月,"Java,Spring,MySQL,实习,本科",2024-08-31,100,499,杭州,钱塘区,和达东东城
378,后端开发,其他后端开发,资深Java开发工程师（须有算法工程经验）,浙江,浙江意竞网络科技,游戏,天使轮,"年终奖,生日福利,带薪年假,节日福利,五险一金",3,本科,"Java,MyBatis,MySQL",2024-08-31,500,999,杭州,西湖区,西溪
380,后端开发,其他后端开发,python高级开发工程师,浙江,杭州谱链,互联网,A轮,"五险一金,绩效奖金,股票期权,年终奖",3,本科,"Python,Tornado,Pandas,PyTorch,MySQL,MongoDB,,,,",2024-08-31,20,99,杭州,西湖区,西溪
381,后端开发,其他后端开发,C++,浙江,杭州瑞网广通,计算机软件,A轮,"通讯补贴,五险一金,节日福利,交通补助,高温补贴,员工旅游,年终奖,加班补助,零食下午茶,餐补,带薪年假",1,本科,"Linux,流媒体转封装,视频编解码",2024-08-31,20,99,杭州,余杭区,仓前
382,后端开发,其他后端开发,Java开发工程师（微服务方向）(J10315),浙江,收钱吧,互联网金融,C轮,"零食下午茶,员工旅游,团建聚餐,五险一金,节日福利,餐补,绩效奖金,带薪年假,年终奖",2,本科,"后端工程师,计算机/软件工程相关经验,Java开发经验,",2024-08-31,1000,9999,杭州,西湖区,西溪
388,后端开发,其他后端开发,高级java开发工程师（提供住宿，ERP优先）,浙江,南京思美软件,互联网,未融资,"交通补助,餐补,定期体检,带薪年假,员工旅游,年终奖,加班补助,节日福利,五险一金,零食下午茶",3,大专,"Java,SpringCloud,Nginx,Docker,不接受居家办公,,,,,,,,,",2024-08-31,100,499,杭州,上城区,钱江新城
389,后端开发,其他后端开发,Java工程师,浙江,小数汇智,互联网,天使轮,"团建聚餐,有无线网,带薪年假,生日福利,股票期权,节日福利,员工旅游,年终奖,五险一金,意外险,定期体检,零食下午茶",2,本科,"Java,SpringCloud,Hadoop,不接受居家办公,,",2024-08-31,20,99,杭州,余杭区,仓前
392,前端/移动开发,前端开发工程师,web前端开发工程师,浙江,杰讯互联,其他专业服务,不需要融资,"零食下午茶,员工旅游,带薪年假,定期体检,补充医疗保险,五险一金",2,大专,Vue,2024-08-31,500,999,杭州,余杭区,仓前
393,前端/移动开发,前端开发工程师,高級前端开发合伙人岗位remote,浙江,海南琥信网络科技...,计算机软件,天使轮,"年终奖,保底工资,补充医疗保险,意外险,定期体检,五险一金",4,本科,"React,计算机/软件工程相关专业,前端开发经验,",2024-08-31,20,99,杭州,余杭区,仓前
394,前端/移动开发,前端开发工程师,初中级前端开发工程师,浙江,杭州荣安科技有限公司,计算机软件,不需要融资,"零食下午茶,团建活动,带薪年假,节日福利,五险一金,年终奖",1,大专,"React,JavaScript,Java,前端开发经验",2024-08-31,20,99,杭州,滨江区,浦沿
398,前端/移动开发,前端开发工程师,高级前端开发（科大讯飞）,浙江,百得思维,计算机软件,未融资,"节日福利,定期体检,年终奖,零食下午茶,带薪年假,食堂,免费班车,免费住宿,五险一金,交通补助,通讯补贴,餐补,员工旅游",2,本科,Vue,2024-08-31,1000,9999,杭州,滨江区,长河
399,前端/移动开发,前端开发工程师,前端开发实习生,浙江,成功软件,计算机软件,不需要融资,"法定节假日三薪,节假日加班费,生日福利,五险一金,年终奖,餐补,加班补助,带薪年假,节日福利,团建聚餐",0,6个月,"Vue,计算机/软件工程相关专业,可提供住宿",2024-08-31,100,499,杭州,西湖区,三墩
400,前端/移动开发,前端开发工程师,前端开发（3个月短期项目）,浙江,得逸信息,计算机软件,未融资,"五险一金,零食下午茶,通讯补贴,带薪年假,员工旅游,定期体检,节日福利",2,本科,"HTML5,React,全日制统招本科！！！",2024-08-31,1000,9999,杭州,滨江区,浦沿
402,前端/移动开发,前端开发工程师,资深前端开发工程师（湖州）,浙江,兆弟,建筑材料,未融资,"年终奖,员工旅游,婚生福利,节日福利,带薪年假",3,本科,"计算机/软件工程相关专业,前端开发经验",2024-08-31,1000,9999,杭州,拱墅区,北景园
403,前端/移动开发,前端开发工程师,找有低代码经验的技术支持（包三餐六险一金,浙江,亿达信息,计算机软件,不需要融资,"五险一金,带薪年假,补充医疗保险,加班补助,定期体检,节日福利",2,本科,"React,前端开发经验,低代码技术支持",2024-08-31,1000,9999,杭州,西湖区,西溪
404,前端/移动开发,前端开发工程师,web前端开发,浙江,银科思成,计算机软件,不需要融资,"生日福利,绩效奖金,年终奖,五险一金,加班补助,底薪加提成,定期体检,团建聚餐,零食下午茶,股票期权,意外险,高温补贴,带薪年假,节日福利,员工旅游",1,本科,"HTML5,Vue,前端开发经验,银行",2024-08-31,20,99,杭州,拱墅区,上塘
405,前端/移动开发,前端开发工程师,前端工程师,浙江,成都新致云服信息技术,计算机软件,未融资,"补充医疗保险,股票期权,带薪年假,五险一金,节日福利,员工旅游,意外险,团建聚餐,定期体检",1,本科,"React,JavaScript,Python,计算机/软件工程相关专业,,",2024-08-31,100,499,杭州,滨江区,长河
406,前端/移动开发,前端开发工程师,前端开发工程师（英语）,浙江,乒乓智能技术有限公司,互联网金融,D轮及以上,"五险一金,年终奖,定期体检,节日福利,带薪年假,零食下午茶",3,本科,"Vue,React,计算机/软件工程相关专业,前端开发经验,,,",2024-08-31,1000,9999,杭州,滨江区,长河
407,前端/移动开发,前端开发工程师,中高级前端开发,浙江,软件评测,计算机软件,不需要融资,"餐补,通讯补贴,年终奖,带薪年假,五险一金",3,本科,"JavaScript,HTML5,CSS,技术博客/开源项目有所贡献,",2024-08-31,500,999,杭州,滨江区,长河
410,前端/移动开发,前端开发工程师,高级前端工程师,浙江,三替好生活,生活服务(O2O),未融资,"加班补助,节日福利,高温补贴",2,本科,"前端开发,HTML,CSS,JavaScript,CSS3,HTML5,ES6,",2024-08-31,1000,9999,杭州,西湖区,文二路
413,前端/移动开发,前端开发工程师,高级web前端开发工程师,浙江,玖欣物联,互联网,不需要融资,"节日福利,股票期权,有无线网,带薪年假,年终奖,团建聚餐,高温补贴,五险一金,定期体检,零食下午茶",2,本科,"JavaScript,React,Node.js,计算机/软件工程相关专业,,,,",2024-08-31,20,99,杭州,滨江区,长河
414,前端/移动开发,前端开发工程师,前端开发工程师,浙江,咪网科技,智能硬件,A轮,"餐补,生日福利,年终奖,入职体检,带薪年假,绩效奖金,员工旅游,加班补助,团建聚餐,零食下午茶,保底工资,交通补助,五险一金,节日福利,夜班补助",2,本科,"Vue,React,ECharts",2024-08-31,20,99,杭州,上城区,四季青
416,前端/移动开发,前端开发工程师,前端开发工程师 2人,浙江,杭州出海罗盘网络科技,企业服务,天使轮,"交通补助,生日福利,股票期权,团建聚餐,通讯补贴,节日福利",2,本科,"JavaScript,Node.js,CSS,计算机/软件工程相关专业,",2024-08-31,20,99,杭州,余杭区,五常
418,前端/移动开发,前端开发工程师,前端工程师,浙江,每日互动,互联网,已上市,"节日福利,员工旅游,零食下午茶,餐补,股票期权,带薪年假,定期体检,通讯补贴,年终奖,五险一金,包吃,交通补助",1,本科,"Vue,计算机/软件工程相关专业,前端开发经验",2024-08-31,500,999,杭州,西湖区,西溪
420,前端/移动开发,Android,Andriod开发,浙江,以及科技,电子商务,天使轮,"节日福利,五险一金,员工旅游,零食下午茶",2,本科,Kotlin,2024-08-31,20,99,杭州,西湖区,西溪
421,前端/移动开发,Android,银行安卓（鸿蒙 线上面试）,浙江,易诚互动,互联网,不需要融资,"餐补,员工旅游,通讯补贴,五险一金,定期体检,零食下午茶,加班补助,带薪年假,节日福利",3,本科,"Android客户端产品研发,Java,计算机/软件工程相关专业,,,",2024-08-31,1000,9999,杭州,上城区,南星
426,前端/移动开发,Android,Android高级开发工程师（P7）,浙江,观妙科技,计算机软件,天使轮,"股票期权,零食下午茶,绩效奖金,团建聚餐,生日福利,年终奖,员工旅游,五险一金,定期体检,弹性打卡,带薪年假",3,本科,"Android客户端产品研发,Flutter",2024-08-31,100,499,杭州,余杭区,仓前
427,前端/移动开发,Android,安卓开发工程师andriod,浙江,亿达信息,计算机软件,不需要融资,"节日福利,加班补助,定期体检,补充医疗保险,带薪年假,五险一金",2,大专,"Android客户端产品研发,计算机/软件工程相关专业,",2024-08-31,1000,9999,杭州,西湖区,西溪
428,前端/移动开发,Android,Android软件开发工程师,浙江,嘻码科技(北京),计算机软件,未融资,"加班补助,五险一金",2,大专,"Android客户端产品研发,C,C++,计算机/软件工程相关专业",2024-08-31,20,99,杭州,滨江区,长河
429,前端/移动开发,Android,安卓开发,浙江,位世创,互联网,不需要融资,"定期体检,员工旅游,节日福利,五险一金,加班补助,股票期权,零食下午茶,带薪年假,年终奖",1,本科,"Android客户端产品研发,计算机/软件工程相关专业",2024-08-31,0,20,杭州,余杭区,仓前
430,前端/移动开发,Android,安卓/ios开发工程师,浙江,汉克时代,互联网,不需要融资,"带薪年假,节日福利,定期体检,五险一金,生日福利,团建聚餐",2,本科,"Android客户端产品研发,Java,计算机/软件工程相关专业,,",2024-08-31,1000,9999,杭州,上城区,南星
431,前端/移动开发,Android,app开发,浙江,曦腾,电子商务,不需要融资,"带薪年假,年终奖,节日福利,夜班补助,全勤奖,团建聚餐,有无线网,交通补助,股票期权,定期体检,住房补贴,绩效奖金,五险一金,法定节假日三薪,生日福利",2,本科,Flutter,2024-08-31,100,499,杭州,西湖区,西溪
432,前端/移动开发,Android,android开发工程师,浙江,杭州北极狼网络科技,游戏,未融资,"零食下午茶,年终奖,带薪年假,股票期权,员工旅游,全勤奖,五险一金,节日福利",1,大专,"Android客户端产品研发,Kotlin,Java,架构设计能力,,,,",2024-08-31,20,99,杭州,滨江区,长河
433,前端/移动开发,Android,资深移动端开发工程师（flutter）,浙江,墅泽智家,智能硬件,不需要融资,"定期体检,年终奖,五险一金,补充医疗保险",2,本科,Flutter,2024-08-31,20,99,杭州,西湖区,西溪
434,前端/移动开发,Android,安卓高级工程师,浙江,杭州国播优选科技,互联网,天使轮,"有无线网,宿舍有空调,生日福利,团建聚餐,年终奖,员工旅游,底薪加提成,定期体检",3,本科,"Android开发经验,Java,C++,C,Android客户端产品研发,,",2024-08-31,0,20,杭州,临平区,东湖
436,前端/移动开发,Android,菜鸟-客户端开发工程师-Android-驿站,浙江,阿里菜鸟网络,互联网,D轮及以上,"包吃,零食下午茶,补充医疗保险,交通补助,年终奖,股票期权,五险一金,节日福利,免费班车,定期体检,员工旅游,餐补,带薪年假",1,本科,"Android客户端产品研发,React Native,,,",2024-08-31,1000,9999,杭州,余杭区,老余杭
439,前端/移动开发,Android,android开发工程师,浙江,杭州桥度科技,计算机软件,未融资,五险一金,2,大专,Android开发,2024-08-31,20,99,杭州,滨江区,西兴
440,前端/移动开发,Android,android安卓程序员,浙江,远图,计算机软件,B轮,"五险一金,带薪年假,年终奖,加班补助,零食下午茶,节日福利",1,大专,"Android客户端产品研发,计算机/软件工程相关专业,,",2024-08-31,100,499,杭州,西湖区,三墩
441,前端/移动开发,Android,android开发工程师,浙江,前冠环保,环保,未融资,"交通补助,全勤奖,员工旅游,餐补,社保,节日福利,年终奖,团建",1,大专,"Android客户端产品研发,Java,Kotlin,,,,",2024-08-31,20,99,杭州,上城区,丁桥
442,前端/移动开发,Android,app程序员,浙江,飞龙精密铸造,机械设备/机电/重工,未融资,"五险一金,交通补助,零食下午茶,购物补贴",1,大专,"Android客户端产品研发,架构设计/优化,研发流程优化,Java,,,,,",2024-08-31,20,99,杭州,萧山区,瓜沥镇
451,前端/移动开发,iOS,高级ios开发工程师,浙江,浙江优纳特,仪器仪表,未融资,"绩效奖金,免费工装,零食下午茶,团建聚餐,五险一金,定期体检,节日福利,带薪年假,高温补贴,生日福利,加班补助,餐补,补充医疗保险,年终奖,保底工资,通讯补贴,员工旅游,包吃",3,本科,"Objective-C,Swift",2024-08-31,100,499,杭州,余杭区,良渚
453,前端/移动开发,iOS,iOS高级开发工程师,浙江,热气球,互联网,不需要融资,"餐补,年终奖,节日福利,五险一金",2,大专,"Objective-C,UIKit,Cocoa",2024-08-31,100,499,杭州,余杭区,西溪
459,前端/移动开发,iOS,IOS高级研发工程师,浙江,盛和网络,游戏,不需要融资,"全勤奖,节日福利,五险一金,年终奖,加班补助",3,本科,"计算机/软件工程相关专业,独立开发且上线经验,性能优化,,",2024-08-31,500,999,杭州,滨江区,长河
460,前端/移动开发,iOS,IOS高级开发工程师（P7）,浙江,观妙科技,计算机软件,天使轮,"生日福利,带薪年假,股票期权,定期体检,员工旅游,年终奖,零食下午茶,团建聚餐,五险一金,绩效奖金,弹性打卡",3,本科,"Flutter,大型项目开发经验",2024-08-31,100,499,杭州,余杭区,仓前
463,前端/移动开发,iOS,高级ios开发工程师,浙江,智得人工智能,互联网,未融资,"年终奖,定期体检,五险一金",2,本科,"计算机/软件工程相关专业,性能优化,功能开发,架构设计",2024-08-31,20,99,杭州,西湖区,西溪
464,前端/移动开发,iOS,Mac开发-双休/驻场东莞vivo/视频面试,浙江,千域时代,计算机服务,不需要融资,"节日福利,带薪年假,定期体检,加班补助,五险一金,免费班车",3,本科,"架构设计,性能优化,Objective-C,Swift,CocoaPods,,,",2024-08-31,100,499,杭州,余杭区,五常
465,前端/移动开发,iOS,海外IOS开发工程师,浙江,聚量矩阵,计算机软件,不需要融资,"绩效奖金,生日福利,团建聚餐,有无线网,节日福利,高温补贴,带薪年假,保底工资,五险一金,年终奖,零食下午茶",3,本科,"Objective-C,Swift,OC/Swift,",2024-08-31,100,499,杭州,西湖区,黄龙
468,前端/移动开发,iOS,ios开发工程师,浙江,兰树股份,日化,不需要融资,"补充医疗保险,团建聚餐,员工旅游,股票期权,五险一金,零食下午茶,带薪年假,工龄奖,生日福利,高温补贴,意外险,包住,宿舍有空调",2,本科,"计算机/软件工程相关专业,通信相关专业,功能开发",2024-08-31,100,499,杭州,上城区,三堡
472,前端/移动开发,iOS,ios,浙江,易诚互动,互联网,不需要融资,"餐补,零食下午茶,员工旅游,节日福利,五险一金,带薪年假,加班补助,定期体检,通讯补贴",3,本科,"功能开发,Objective-C,大型项目开发经验,Swift",2024-08-31,1000,9999,杭州,上城区,近江
473,前端/移动开发,iOS,ios开发,浙江,艾麦物流,物流/仓储,B轮,"团建聚餐,生日福利,零食下午茶,加班补助,带薪年假",2,本科,"Flutter,ios",2024-08-31,1000,9999,杭州,余杭区,仓前
